"X1","X2","circ"
4.92007549386472,7.1650152746588,1
-8.3722330071032,9.50719335116446,0
6.47125909570605,7.02285912819207,1
2.76632005348802,-6.63928158581257,0
2.90202027186751,0.315802805125713,0
-5.68301998544484,-5.89130418375134,0
-3.42234673909843,5.19995992537588,0
8.47119139507413,-5.92841854784638,0
-2.24332173820585,0.41596906259656,0
2.85307107493281,3.55005706194788,1
-1.52891508769244,9.25716929137707,0
8.36817934643477,8.22771512437612,0
2.33112398069352,2.42345086298883,1
-2.43237557820976,-4.46285596117377,0
-7.58210761938244,8.96822478622198,0
-3.5628893552348,9.39994757063687,0
9.90892553236336,5.07755074184388,0
0.280869463458657,5.0505690369755,0
-7.41914369631559,-5.76058815699071,0
-0.593791981227696,-7.34959194436669,0
-6.23796442057937,-1.7565694777295,1
-1.83769141789526,0.604055006988347,0
-8.77938953228295,-1.49554702453315,0
-4.75246308837086,-4.58925064187497,0
2.83430815208703,-0.74857811909169,0
-0.810170895420015,-5.565324886702,0
2.1488397102803,8.74727307353169,0
-3.19896199740469,2.63902514707297,0
2.78347577899694,2.03244287054986,1
4.02989751659334,-3.7686486216262,0
-1.24181095976382,-6.61314842756838,0
8.41247081756592,-0.0291556585580111,0
-2.75413835886866,5.77683256473392,0
0.920037603937089,9.46918551344424,0
-6.9208112033084,4.63270476553589,0
-4.72255036700517,3.46783148590475,1
-9.09119650255889,-4.84435129445046,0
-5.6296360027045,2.96589237172157,1
-3.26442872639745,-8.1530026672408,0
-4.54758051317185,-6.85489779338241,0
7.77040795888752,1.89739530906081,1
-6.50772432330996,8.35547166410834,0
8.01236075814813,8.79111566580832,0
5.12700083199888,-8.985106786713,0
2.86334326025099,-3.15633250866085,0
-7.53824311774224,-9.22800456639379,0
-7.95305529143661,1.0053357668221,1
-8.58316317200661,6.56494508031756,0
1.8240394257009,0.530866268090904,0
3.91971439123154,3.87074516620487,1
-7.31310011353344,-3.60009878873825,0
3.03633771371096,6.72422617208213,1
4.65538274962455,1.75687319599092,1
0.99750904366374,3.91350696794689,1
-8.26339529827237,5.67815740592778,0
-3.83103066589683,1.72318683471531,1
-2.28871315717697,5.1798129407689,0
-5.97231031395495,-6.1866238527,0
6.23102113138884,-2.04855596181005,0
-4.81062224600464,-7.81784837134182,0
-4.61418086197227,6.05377608444542,0
-6.17767604067922,6.51624477934092,0
-0.72046812158078,2.22356993705034,0
2.74089769460261,6.47504774853587,1
-5.05719118751585,9.98246171977371,0
8.41355355922133,8.43574466183782,0
-9.38284813426435,7.95423345640302,0
-9.20420840382576,-1.12554104998708,0
-0.136297312565148,5.65905034076422,0
-3.89745921827853,3.47334378398955,0
8.34628155920655,8.35571949370205,0
0.682809385471046,-6.40521662775427,1
-9.45861187297851,2.54925679415464,0
-6.56268984545022,1.58149377442896,1
8.73522964771837,5.81006130203605,1
-3.54435887187719,-0.273788906633854,1
-1.25446142163128,3.93004703801125,0
8.05183369200677,1.783801256679,1
-6.10303613822907,5.77276707626879,0
-2.88725985214114,1.52034694328904,0
8.57824064325541,9.50799570884556,0
8.24695406015962,2.06020773388445,1
2.75599329266697,9.17271643411368,0
0.105238002724946,1.72328629065305,0
3.1732973176986,-6.64539709687233,0
0.00847645569592714,5.2967623854056,0
-7.95947589445859,8.71230116579682,0
4.17751043569297,-9.52037910930812,0
9.19684533495456,-1.87595469411463,0
-6.48313561454415,2.13648670352995,1
3.70601270347834,-8.69839259423316,0
1.22828551568091,-8.37693546898663,0
-6.77864559460431,0.270458022132516,1
-0.688675646670163,-0.695838159881532,0
0.750971050001681,-9.10549197345972,0
-4.71601028926671,3.63239859696478,1
-2.12100862991065,1.84977327939123,0
-1.85062006581575,-0.18996034283191,0
0.21862730383873,8.75866615213454,0
5.58163499925286,7.95419764705002,1
-9.64739761315286,-2.84775453153998,0
9.49329998344183,-3.06773830670863,0
-9.5263916393742,-2.04178572632372,0
7.35542972106487,0.141447288915515,0
-7.41602852940559,1.63490472827107,1
-8.01001857034862,2.17345490586013,1
-7.63678601942956,-8.95797056145966,0
7.9143007658422,-9.25905990879983,0
8.91561675351113,-5.14638864435256,0
-1.47346957586706,-9.7735192719847,0
-4.08338197972625,-8.14864815678447,0
8.23171175550669,-3.54301944840699,0
-4.53578026499599,-9.36024846509099,0
7.43459068238735,5.69518445525318,1
-9.76887962315232,5.11714034248143,0
0.44758889824152,7.64705988578498,0
-5.88617482222617,4.61684647481889,0
-0.0351099343970418,7.21110697835684,0
3.78035072237253,-0.620008297264576,0
-2.79970858246088,-5.07535291370004,0
-7.50738312024623,-9.80268475133926,0
6.97779834270477,-4.27438593003899,0
3.78585684578866,-9.19865416828543,0
9.21832202933729,-9.20339702628553,0
-5.34926420077682,7.25543993059546,0
-3.12064617872238,9.39145328477025,0
4.02947911992669,-6.63273321464658,0
9.21288426034153,-5.16894953325391,0
-2.06363200675696,6.33512874133885,0
5.20168912597001,-5.96869685221463,0
-6.23690904118121,-1.38468841090798,1
5.24158281739801,-8.61419364344329,0
-5.43619922827929,2.83831991720945,1
-6.04096830822527,-3.31494574900717,0
-8.14431917853653,9.62215539533645,0
-1.54322104062885,-1.1948027042672,0
5.46766343526542,-2.84851240925491,0
-5.28902595862746,3.78501588944346,1
-7.66766019631177,2.35340796876699,1
9.49290620163083,-6.56554180197418,0
9.97497477568686,-4.64606951922178,0
3.37666260078549,-5.67836309317499,0
-7.90838503278792,-5.34309598617256,0
-1.42135512083769,3.52800275664777,0
6.40635233838111,4.36773736961186,1
-4.79139307048172,-6.26078822650015,0
-9.46088305674493,4.79133343789726,0
-7.49644329305738,-9.59857461508363,0
1.57956837210804,-1.78965150378644,0
-0.322311194613576,-2.80798021238297,0
-4.00140027049929,5.73981567285955,0
-3.13493377529085,-2.5948636000976,0
4.53539212234318,-9.94448278099298,0
-1.33081437088549,5.40076145902276,0
7.14353168383241,-7.86099963821471,0
6.11026613973081,-8.65612923633307,0
-4.45248925127089,5.14767351560295,0
-7.37799901980907,-6.80666722822934,0
-3.60178642906249,-9.91891180165112,0
7.53018949180841,4.7333067515865,1
9.53845798037946,5.15822954941541,0
4.77637643460184,7.10043782833964,1
-5.7890841178596,-7.38300079945475,0
-4.09948469139636,4.71850304864347,0
-7.18461469281465,-9.15642901789397,0
-1.99260714929551,-4.94369425810874,0
-5.56135478895158,8.53214561007917,0
1.13128549419343,-2.14610852301121,0
0.775542985647917,3.50579546298832,1
-6.0237346496433,7.04561415594071,0
-5.31190141104162,-1.06809488497674,1
-1.11240174155682,0.521971806883812,0
-1.53062329627573,1.59080868121237,0
-7.83488322980702,5.85847173817456,0
-8.39043352752924,-8.19148887880147,0
1.90630693454295,1.52210087981075,0
-6.57262873835862,6.54165756423026,0
2.14199820533395,-0.468175387941301,0
-5.33979161642492,-1.76114995963871,1
-1.72524281777442,7.58719658013433,0
0.358615526929498,-0.517326928675175,0
0.824420023709536,-2.00502938590944,0
7.41944519337267,0.807368336245418,0
-3.10378897003829,6.33081226143986,0
6.32190768141299,0.77477918472141,1
-7.01371319126338,-3.38146209716797,0
-0.673418845981359,-0.776437856256962,0
-5.52867408376187,1.85445822775364,1
-3.32752243615687,-4.12751507479697,0
6.10564193222672,-6.84418336953968,0
6.4154162351042,-2.30169934220612,0
-4.65980210807174,3.98607559502125,0
-7.31888182926923,-5.05820836406201,0
-3.63425876945257,9.78996010497212,0
-8.66340753622353,3.52055758237839,0
4.64620037470013,-2.66137812286615,0
-7.98247031401843,7.69157298840582,0
9.76533869281411,-3.90257049351931,0
-0.95012123696506,6.94156073965132,0
-1.04335089214146,-8.37287700735033,0
5.76361002400517,-7.1290218969807,0
-0.204094327054918,2.92961867991835,0
-0.473695495165884,2.01264602597803,0
-2.57563083432615,-0.408479301258922,0
0.465420042164624,-3.95166004542261,1
3.34691892843693,-0.393378701992333,0
8.53157110046595,4.85045574605465,1
1.62614716216922,9.52416444197297,0
1.30350826773793,5.70755382068455,1
-2.9723838949576,-8.66572135128081,0
1.97187507990748,7.30474998708814,1
1.06169008649886,-8.03779948037118,0
0.692171743139625,-5.7753523113206,1
2.64820021577179,-9.5418988307938,0
0.762889194302261,-7.15001955628395,0
3.95899488124996,-8.66386752109975,0
